location,time_posted,Mileage,Vehicle_color,Price,Vehicle_condition,engine_size,year,gearbox,brand,model,car_body,fuel,horsepower
Tunis,,39000.0,Noir,67000.0,Avec kilométrage,1.6,2021.0,Manuelle,Seat,Ibiza,Autres,Essence,4.0
Bizerte,,246000.0,Noir,23000.0,Avec kilométrage,1.2,2013.0,Manuelle,Peugeot,301,Cabriolet,Essence,5.0
Ben Arous,,270000.0,Blanc,23000.0,Nouveau,1.3,2014.0,Manuelle,Fiat,Fiorino,Berline,Diesel,5.0
Sfax,,67000.0,Autre,70000.0,Avec kilométrage,1.5,2019.0,Manuelle,Dacia,Duster,Autres,Diesel,6.0
Sousse,,150000.0,Noir,85000.0,Avec kilométrage,2.0,2013.0,Automatique,BMW,Serie 5,Berline,Essence,10.0
Tunis,,134000.0,Rouge,31500.0,Avec kilométrage,1.2,2014.0,Manuelle,Fiat,500,Berline,Essence,4.0
Bizerte,,130000.0,Gris,40000.0,Nouveau,1.2,2018.0,Manuelle,Autres,Autres,Autres,Essence,7.0
Bizerte,,130000.0,Autre,40000.0,Nouveau,1.2,2018.0,Manuelle,Autres,Autres,Autres,Essence,7.0
La Manouba,,239000.0,Noir,22800.0,Avec kilométrage,1.2,2015.0,Manuelle,Chevrolet,Aveo,Berline,Essence,5.0
Tunis,,20000.0,Rouge,110000.0,Avec kilométrage,1.3,2022.0,Automatique,Nissan,Qashqai,Compacte,Essence,8.0
Sidi Bouzid,,178000.0,Bleu,25000.0,RS,1.3,2018.0,Manuelle,Fiat,Fiorino,Compacte,Diesel,2.0
Sfax,,191000.0,Noir,31500.0,Avec kilométrage,1.2,2013.0,Manuelle,Ford,Fiesta,Autres,Essence,5.0
Tunis,,169984.0,Noir,33000.0,Avec kilométrage,3.0,2015.0,Manuelle,Volkswagen,Polo,Berline,Essence,5.0
Tunis,,28000.0,Bleu,65000.0,Nouveau,1.2,2023.0,Manuelle,Hyundai,I 20,Berline,Essence,5.0
Tunis,,29000.0,Gris,88000.0,Avec kilométrage,1.6,2021.0,Manuelle,Volkswagen,Golf 8,Autres,Essence,6.0
Mahdia,,165000.0,Blanc,65000.0,Avec kilométrage,1.4,2014.0,Automatique,Volkswagen,Golf 7,Compacte,Essence,7.0
Ariana,,159.0,Beige,25000.0,Avec kilométrage,1.2,2013.0,Manuelle,Peugeot,208,Utilitaire,Essence,5.0
Jendouba,,165000.0,Noir,45000.0,Nouveau,3.0,2018.0,Manuelle,Peugeot,2008,4 x 4,Essence,5.0
Gabès,,32000.0,Autre,86000.0,Nouveau,1.2,2021.0,Manuelle,Peugeot,2008,4 x 4,Essence,7.0
Gabès,,32000.0,Autre,86000.0,Nouveau,1.6,2021.0,Manuelle,Peugeot,2008,4 x 4,Diesel,999.0
Médenine,,140.0,Bleu,45000.0,Avec kilométrage,3.0,2010.0,Automatique,BMW,BMW.X6,Compacte,Diesel,15.0
Sfax,,346000.0,Gris,21800.0,Avec kilométrage,1.4,2003.0,Manuelle,Renault,Megane,Autres,Essence,6.0
Ben Arous,,65.0,Noir,25000.0,Nouveau,1.1,2023.0,Automatique,Dongfeng,s50,Autres,Essence,7.0
Ben Arous,,300000.0,Noir,35000.0,Avec kilométrage,1.4,2016.0,Automatique,Skoda,Octavia,Berline,Essence,7.0
Sousse,,160000.0,Rouge,28500.0,Avec kilométrage,1.6,2017.0,Manuelle,Toyota,Aygo,Autres,Essence,4.0
Gabès,,85000.0,Gris,44000.0,Avec kilométrage,1.6,2021.0,Manuelle,Seat,Ibiza,Compacte,Essence,1.2
Tunis,,56000.0,Blanc,79000.0,RS,1.6,2018.0,Automatique,Kia,Soul,Compacte,Essence,8.0
Médenine,,72.0,Blanc,87000.0,Nouveau,1.6,2021.0,Manuelle,Volkswagen,T-ROC,4 x 4,Essence,0.0
Gabès,,64000.0,Gris,25000.0,Avec kilométrage,1.2,2022.0,Manuelle,Peugeot,208,Compacte,Essence,5.0
Ariana,,250000.0,Blanc,10000.0,Avec kilométrage,2.2,2010.0,Manuelle,Citroen,Jumper,Monospace,Diesel,7.0
Tunis,,240000.0,Noir,105000.0,Avec kilométrage,1.6,2019.0,Automatique,Audi,A5,Berline,Essence,8.0
Tunis,,80000.0,Gris,20000.0,Avec kilométrage,1.2,2018.0,Manuelle,Chery,QQ,Compacte,Essence,4.0
Tunis,,94000.0,Noir,98000.0,Avec kilométrage,1.6,2016.0,Automatique,Mercedes-Benz,Classe GLA,Autres,Essence,8.0
Monastir,,140.0,Gris,26500.0,Avec kilométrage,1.3,2018.0,Manuelle,Fiat,Panda,Berline,Essence,4.0
Sidi Bouzid,,234000.0,Blanc,16500.0,Avec kilométrage,2.8,2009.0,Manuelle,Citroen,Jumpy,Cabriolet,Diesel,1.6
Tunis,,250000.0,Blanc,19500.0,Avec kilométrage,2.5,1993.0,Manuelle,Isuzu,D-MAX,Autres,Diesel,9.0
Ben Arous,,400.0,Blanc,18700.0,Avec kilométrage,1.5,2012.0,Manuelle,Dacia,Logan,Utilitaire,Diesel,1.5
Tunis,,80000.0,Gris,20000.0,Avec kilométrage,1.2,2018.0,Manuelle,Chery,QQ,Compacte,Essence,4.0
Mahdia,,920000.0,Blanc,40000.0,Avec kilométrage,2.5,1997.0,Manuelle,Isuzu,D-MAX,Pick up,Diesel,10.0
Sidi Bouzid,,197.0,Noir,27000.0,Nouveau,1.6,2014.0,Manuelle,Citroen,Berlingo,Autres,Diesel,6.0
Sfax,,30560.0,Gris,60000.0,Nouveau,1.2,2020.0,Manuelle,Kia,Rio,Autres,Essence,5.0
Sousse,,317000.0,Noir,28000.0,Nouveau,1.9,2007.0,Manuelle,Audi,A4,Berline,Diesel,7.0
Kairouan,,250.0,Noir,20000.0,Avec kilométrage,1.6,2000.0,Manuelle,Volkswagen,Golf,Compacte,Essence,6.0
Sousse,,174000.0,Noir,46000.0,Avec kilométrage,1.2,2016.0,Manuelle,Seat,Leon,Compacte,Essence,6.0
Sousse,,95000.0,Blanc,57000.0,Nouveau,1.6,2018.0,Manuelle,Volkswagen,Caddy,Compacte,Diesel,5.0
Ben Arous,,70000.0,Blanc,32500.0,Avec kilométrage,1.2,2020.0,Manuelle,Peugeot,208,Compacte,Essence,4.0
Ben Arous,,53000.0,Blanc,58500.0,Nouveau,1.6,2019.0,Manuelle,Peugeot,Partner,Utilitaire,Diesel,5.0
Ariana,,36000.0,Blanc,155000.0,Avec kilométrage,3.5,2020.0,Automatique,BMW,Serie 5,Berline,Essence,10.0
Nabeul,,244000.0,Gris,27800.0,Nouveau,1.4,2011.0,Manuelle,Opel,Astra,Berline,Essence,6.0
Nabeul,,110.0,Blanc,55000.0,Avec kilométrage,1.5,2021.0,Automatique,Autres,Autres,Berline,Essence,6.0
Tunis,,199000.0,Noir,44500.0,Avec kilométrage,2.0,2008.0,Manuelle,BMW,Serie 5,Berline,Diesel,10.0
Tunis,,173000.0,Gris,26000.0,Avec kilométrage,1.2,2012.0,Manuelle,Fiat,Punto,Utilitaire,Essence,4.0
Sfax,,166000.0,Noir,34000.0,Avec kilométrage,1.6,2013.0,Manuelle,Ford,Fiesta,Compacte,Essence,5.0
Tunis,,167000.0,Blanc,47000.0,Avec kilométrage,1.2,2014.0,Manuelle,Volkswagen,Golf 7,Compacte,Essence,5.0
La Manouba,,106.0,Noir,95000.0,Non dédouanné,1.5,2020.0,Automatique,Honda,CR-V,4 x 4,Essence,10.0
Ariana,,130000.0,Blanc,32000.0,Avec kilométrage,1.6,2023.0,Manuelle,Fiat,Doblo,Utilitaire,Essence,5.0
Tunis,,400000.0,Blanc,11800.0,Avec kilométrage,1.9,2002.0,Automatique,Citroen,Jumpy,Utilitaire,Diesel,7.0
Sfax,,32875.0,Gris,999999.0,Avec kilométrage,1.9,2018.0,Automatique,Land Rover,Range Rover Evoque,4 x 4,Diesel,8.0
Ariana,,12000.0,Blanc,175000.0,Avec kilométrage,1.4,2020.0,Automatique,Audi,Q3,Autres,Essence,8.0
Ariana,,150000.0,Gris,110000.0,Avec kilométrage,2.0,2014.0,Automatique,Mercedes-Benz,Classe C,Berline,Essence,14.0
Tunis,,187000.0,Noir,52000.0,Avec kilométrage,1.2,2016.0,Manuelle,Seat,Leon ST,Compacte,Essence,6.0
Tunis,,138000.0,Blanc,72000.0,Avec kilométrage,1.2,2017.0,Automatique,Volkswagen,Golf 7,Compacte,Essence,6.0
Ben Arous,,283000.0,Gris,35000.0,Avec kilométrage,1.6,2010.0,Manuelle,Volkswagen,Golf 6,Berline,Essence,7.0
Jendouba,,163000.0,Gris,26000.0,Avec kilométrage,1.2,2015.0,Manuelle,Peugeot,208,Compacte,Essence,5.0
Ariana,,102000.0,Noir,46000.0,Avec kilométrage,1.2,2014.0,Manuelle,Nissan,Juke,Compacte,Essence,5.0
Bizerte,,206000.0,Vert,65000.0,Avec kilométrage,2.5,2024.0,Manuelle,Land Rover,Defender,4 x 4,Diesel,8.0
Ariana,,242000.0,Bleu,24702.0,Avec kilométrage,2.5,2001.0,Manuelle,BMW,Serie 3,Berline,Essence,7.0
Tunis,,94000.0,Gris,73000.0,Nouveau,1.2,2018.0,Automatique,Toyota,RAV 4,Autres,Essence,6.0
Sfax,,56000.0,Noir,38000.0,Avec kilométrage,1.4,2018.0,Manuelle,MG,GT,Berline,Essence,6.0
Tunis,,190972.0,Rouge,32000.0,Avec kilométrage,1.6,2018.0,Manuelle,Toyota,Yaris,Compacte,Essence,4.0
Ben Arous,,123000.0,Marron,35000.0,Avec kilométrage,1.6,2010.0,Manuelle,Kia,Cerato,Berline,Essence,7.0
Ben Arous,,340000.0,Blanc,25500.0,Avec kilométrage,2.1,2009.0,Manuelle,Volkswagen,Crafter,Utilitaire,Diesel,5.0
Ariana,,200000.0,Noir,43000.0,Avec kilométrage,1.4,2009.0,Manuelle,Volkswagen,Golf,Berline,Essence,7.0
Tunis,,150000.0,Gris,120000.0,Nouveau,1.5,2019.0,Manuelle,BMW,X1,4 x 4,Essence,4.0
Sfax,,20000.0,Noir,72000.0,Nouveau,1.2,2022.0,Manuelle,Peugeot,2008,Autres,Essence,6.0
Tunis,,44000.0,Blanc,88000.0,Avec kilométrage,1.5,2022.0,Automatique,Chery,Tiggo,4 x 4,Essence,9.0
Tunis,,203.0,Blanc,24900.0,Avec kilométrage,1.5,2006.0,Automatique,Mercedes-Benz,Classe A,Compacte,Essence,6.0
Tunis,,120000.0,Blanc,31500.0,Avec kilométrage,1.2,2015.0,Manuelle,Citroen,DS3,Compacte,Essence,5.0
Sousse,,240000.0,Gris,17800.0,Avec kilométrage,1.3,2010.0,Manuelle,Chevrolet,Aveo,Berline,Essence,5.0
Ariana,,167000.0,Noir,140000.0,RS,1.6,2018.0,Automatique,Mercedes-Benz,Classe E,Berline,Essence,9.0
Monastir,,117000.0,Autre,48000.0,Nouveau,1.6,2019.0,Manuelle,Renault,Clio,Compacte,Essence,5.0
Tunis,,269000.0,Jaune,29000.0,Avec kilométrage,1.6,2018.0,Manuelle,Peugeot,208,Compacte,Diesel,5.0
La Manouba,,247000.0,Noir,23000.0,Avec kilométrage,1.2,2015.0,Manuelle,Peugeot,301,Berline,Essence,5.0
Tunis,,226000.0,Blanc,43000.0,Avec kilométrage,2.1,2018.0,Automatique,Ford,Focus,Utilitaire,Essence,7.0
Mahdia,,118000.0,Marron,98000.0,Nouveau,1.5,2021.0,Manuelle,Peugeot,3008,4 x 4,Diesel,6.0
Bizerte,,100000.0,Noir,52000.0,Avec kilométrage,1.2,2019.0,Manuelle,Citroen,C4 Aircross,Berline,Essence,4.0
La Manouba,,141600.0,Blanc,70000.0,Avec kilométrage,2.0,2018.0,Manuelle,Mahindra,Hover,4 x 4,Diesel,9.0
Médenine,,130000.0,Gris,31000.0,Nouveau,1.2,2018.0,Manuelle,Citroen,C-Elysée,Berline,Essence,5.0
Nabeul,,239000.0,Blanc,64500.0,Avec kilométrage,1.5,2014.0,Automatique,Mercedes-Benz,Classe A,Compacte,Diesel,5.0
Ariana,,300.0,Blanc,25000.0,Avec kilométrage,1.6,2015.0,Manuelle,Volkswagen,Caddy,Autres,Diesel,5.0
Sfax,,214000.0,Noir,24500.0,Avec kilométrage,1.2,2015.0,Manuelle,Seat,Ibiza,Berline,Essence,5.0
Tunis,,100000.0,Noir,37000.0,Avec kilométrage,3.0,2016.0,Manuelle,Renault,Clio,Compacte,Essence,5.0
Sousse,,113000.0,Rouge,31000.0,Nouveau,3.0,2019.0,Manuelle,Mahindra,Hover,Autres,Essence,0.0
Sfax,,160000.0,Noir,46000.0,Avec kilométrage,2.7,2012.0,Automatique,Mazda,CX-9,Berline,Essence,20.0
Nabeul,,254135.0,Noir,17000.0,Avec kilométrage,1.2,2004.0,Manuelle,Volkswagen,Polo,Berline,Essence,5.0
Tunis,,370000.0,Gris,27500.0,Avec kilométrage,1.6,2011.0,Manuelle,Peugeot,407,Berline,Diesel,6.0
Nabeul,,307000.0,Beige,32000.0,Avec kilométrage,1.4,2015.0,Manuelle,Volkswagen,Polo,Berline,Essence,5.0
Ben Arous,,160000.0,Gris,30000.0,Avec kilométrage,1.2,2018.0,Manuelle,Chery,A3,Cabriolet,Essence,7.0
Ariana,,137000.0,Blanc,89900.0,Avec kilométrage,1.3,2020.0,Automatique,Mercedes-Benz,Classe A,Berline,Essence,7.0
Tunis,,25000.0,Bleu,59500.0,Avec kilométrage,1.2,2021.0,Manuelle,Hyundai,I 20,Berline,Essence,5.0
Ariana,,150.0,Blanc,38000.0,Nouveau,2.6,2016.0,Manuelle,Citroen,Jumper,Autres,Diesel,7.0
Ben Arous,,35000.0,Noir,56000.0,Avec kilométrage,1.6,2022.0,Manuelle,Volkswagen,Polo,Compacte,Essence,4.0
Nabeul,,127000.0,Noir,90000.0,Nouveau,2.0,2015.0,Automatique,BMW,Serie 4,Berline,Essence,10.0
Kairouan,60.0,336000.0,Bleu,21000.0,Avec kilométrage,2.5,2003.0,Manuelle,Nissan,Navara,Pick up,Diesel,10.0
Jendouba,60.0,193000.0,Noir,37000.0,Avec kilométrage,1.2,2016.0,Manuelle,Dacia,Logan MCV,Berline,Essence,5.0
Sfax,60.0,56000.0,Noir,38000.0,Avec kilométrage,1.4,2018.0,Manuelle,MG,GT,Berline,Essence,6.0
Ben Arous,60.0,117.0,Blanc,999999.0,Avec kilométrage,1.6,2018.0,Manuelle,Volkswagen,Golf 7,Compacte,Essence,6.0
Ben Arous,60.0,29000.0,Noir,117000.0,Nouveau,1.5,2023.0,Automatique,Haval,H6,4 x 4,Essence,5.0
Tunis,60.0,283000.0,Blanc,17500.0,Avec kilométrage,1.2,2009.0,Manuelle,Renault,Symbol,Autres,Essence,5.0
Monastir,60.0,100000.0,Autre,140000.0,Avec kilométrage,1.5,2020.0,Automatique,Mercedes-Benz,Classe CLA,Berline,Essence,7.0
Ben Arous,60.0,230000.0,Autre,24000.0,Avec kilométrage,1.6,2012.0,Manuelle,Ford,Fiesta,Compacte,Essence,5.0
Sfax,60.0,250000.0,Gris,12000.0,Avec kilométrage,1.5,2000.0,Manuelle,Fiat,Palio,Autres,Essence,4.0
Ariana,60.0,249000.0,Bleu,28000.0,Avec kilométrage,1.6,2015.0,Manuelle,Toyota,Avensis,Autres,Essence,0.0
Ben Arous,60.0,170000.0,Gris,23000.0,Avec kilométrage,1.4,2009.0,Manuelle,Renault,Symbol,Autres,Essence,5.0
Tunis,60.0,192000.0,Noir,23500.0,Avec kilométrage,1.3,2009.0,Manuelle,Ford,Fiesta,Compacte,Essence,5.0
Nabeul,60.0,20000.0,Gris,40000.0,Nouveau,1.2,2021.0,Automatique,Toyota,Aygo,Autres,Essence,4.0
Ariana,60.0,96000.0,Noir,71000.0,Avec kilométrage,1.2,2017.0,Automatique,Nissan,Qashqai,Autres,Essence,7.0
Monastir,60.0,249000.0,Gris,31500.0,Avec kilométrage,1.5,2012.0,Manuelle,Renault,Megane,Berline,Diesel,5.0
Ariana,60.0,83000.0,Blanc,44500.0,Avec kilométrage,1.5,2019.0,Manuelle,Honda,City,Berline,Essence,7.0
Jendouba,60.0,163000.0,Gris,27000.0,Avec kilométrage,1.2,2015.0,Manuelle,Peugeot,208,Compacte,Essence,5.0
Ariana,60.0,275000.0,Blanc,65000.0,Avec kilométrage,2.5,2017.0,Manuelle,Mazda,BT-50,Pick up,Diesel,9.0
Ariana,60.0,231000.0,Noir,40000.0,Avec kilométrage,2.0,2016.0,Automatique,Ssangyong,Actyon,4 x 4,Diesel,7.0
Ben Arous,60.0,156000.0,Noir,75000.0,Avec kilométrage,2.0,2015.0,Automatique,Toyota,RAV 4,4 x 4,Essence,9.0
Tunis,60.0,317000.0,Noir,35000.0,Avec kilométrage,3.0,2007.0,Manuelle,Nissan,Navara,Pick up,Diesel,8.0
Jendouba,60.0,290000.0,Gris,22000.0,Avec kilométrage,1.4,2008.0,Manuelle,Peugeot,308 SW,Autres,Essence,1.4
Ariana,60.0,151000.0,Beige,39000.0,Avec kilométrage,1.2,2017.0,Manuelle,Ford,Fiesta,Berline,Essence,5.0
Nabeul,60.0,307000.0,Blanc,68000.0,Avec kilométrage,2.2,2012.0,Automatique,Mercedes-Benz,Classe C Coupe,Berline,Diesel,7.0
Siliana,60.0,187524.0,Gris,123456.0,Avec kilométrage,1.3,2010.0,Manuelle,Fiat,Pinto,Compacte,Essence,5.0
La Manouba,60.0,198000.0,Noir,28000.0,Avec kilométrage,1.4,2013.0,Manuelle,Alfa Romeo,Mito,Berline,Essence,6.0
Jendouba,60.0,90000.0,Rouge,110000.0,Non dédouanné,1.5,2018.0,Manuelle,mini,Country Man,4 x 4,Essence,102.0
Nabeul,60.0,220000.0,Noir,30000.0,Avec kilométrage,2.0,2006.0,Automatique,Audi,A4,Autres,Diesel,7.0
Sousse,60.0,150000.0,Blanc,208000.0,Avec kilométrage,2.0,2018.0,Automatique,Mercedes-Benz,Classe GLC,Compacte,Hybride essence,10.0
Tunis,60.0,27800.0,Gris,109000.0,Avec kilométrage,1.4,2023.0,Automatique,Seat,Altea,Autres,Essence,8.0
Ben Arous,60.0,64000.0,Autre,33000.0,Nouveau,1.6,2019.0,Manuelle,Mahindra,Hover,Autres,Essence,3.0
Ariana,60.0,93000.0,Noir,30000.0,Avec kilométrage,1.6,2019.0,Manuelle,Peugeot,208,Compacte,Essence,4.0
Ariana,60.0,315000.0,Gris,21500.0,Avec kilométrage,1.6,2011.0,Manuelle,Citroen,Berlingo,Utilitaire,Diesel,6.0
Nabeul,60.0,200.0,Gris,145000.0,Avec kilométrage,2.3,2012.0,Automatique,Mercedes-Benz,Classe ML,4 x 4,Diesel,12.0
Bizerte,60.0,135474.0,Blanc,34000.0,Avec kilométrage,1.4,2017.0,Manuelle,BYD,F3,Monospace,Essence,7.0
Sfax,60.0,267000.0,Noir,32000.0,Avec kilométrage,1.5,2011.0,Manuelle,Nissan,Qashqai,Autres,Diesel,6.0
La Manouba,60.0,113000.0,Rouge,38000.0,Nouveau,1.5,2018.0,Manuelle,Renault,Clio,Compacte,Essence,5.0
Ben Arous,60.0,147000.0,Beige,51500.0,Avec kilométrage,1.2,2015.0,Manuelle,Audi,A3,Berline,Essence,5.0
Sfax,60.0,312000.0,Blanc,27500.0,Nouveau,1.4,2004.0,Manuelle,Peugeot,Partner,Autres,Essence,6.0
Sfax,60.0,240000.0,Bleu,13000.0,Avec kilométrage,1.4,1999.0,Manuelle,Volkswagen,Polo,Autres,Essence,4.0
Tunis,60.0,20000.0,Blanc,135000.0,Nouveau,1.4,2021.0,Automatique,Volkswagen,Golf,Berline,Hybride essence,245.0
Mahdia,60.0,300000.0,Autre,85000.0,Avec kilométrage,2.0,2011.0,Automatique,Audi,Q5,4 x 4,Diesel,10.0
Monastir,60.0,500.0,Gris,15000.0,Avec kilométrage,1.1,2001.0,Manuelle,Opel,Astra,Autres,Essence,5.0
Ariana,60.0,35000.0,Gris,125000.0,Nouveau,1.6,2022.0,Automatique,Peugeot,3008,4 x 4,Essence,9.0
Bizerte,60.0,2000.0,Argent,11111.0,Avec kilométrage,1.7,2006.0,Manuelle,Opel,Astra,Berline,Diesel,6.0
Monastir,60.0,66000.0,Autre,72000.0,Nouveau,1.2,2020.0,Manuelle,Seat,Leon,Berline,Essence,6.0
Sfax,60.0,101500.0,Blanc,38999.0,Avec kilométrage,1.6,2018.0,Manuelle,Chevrolet,Cruze,Berline,Essence,7.0
Nabeul,60.0,110.0,Blanc,55000.0,Nouveau,1.5,2021.0,Automatique,Autres,Autres,Berline,Essence,6.0
Sidi Bouzid,60.0,79000.0,Noir,69000.0,Nouveau,1.6,2021.0,Automatique,Skoda,Fabia,Compacte,Essence,6.0
Bizerte,60.0,300000.0,Gris,17500.0,Avec kilométrage,1.8,1991.0,Manuelle,Audi,80,Berline,Essence,7.0
Tunis,60.0,160.0,Autre,60000.0,Avec kilométrage,1.6,2012.0,Manuelle,Kia,Sportage,Berline,Essence,7.0
Tunis,60.0,317682.0,Gris,38000.0,Avec kilométrage,1.7,2016.0,Manuelle,Renault,Fluence,Berline,Essence,7.0
Tunis,60.0,348000.0,Bleu,14500.0,Avec kilométrage,1.4,1997.0,Manuelle,Peugeot,106,Berline,Essence,4.0
Sfax,60.0,360.0,Rouge,1111.0,Avec kilométrage,1.2,1994.0,Manuelle,Renault,19,Berline,Essence,6.0
Sfax,60.0,97000.0,Gris,90000.0,Avec kilométrage,2.0,2021.0,Automatique,Skoda,Octavia,Berline,Diesel,8.0
Ariana,60.0,179700.0,Bleu,53000.0,Avec kilométrage,1.2,2020.0,Manuelle,Kia,Rio,Monospace,Essence,5.0
Ariana,60.0,80000.0,Gris,24000.0,Avec kilométrage,1.6,2010.0,Manuelle,Kia,Cerato,Compacte,Essence,7.0
Ariana,60.0,24000.0,Gris,52500.0,Nouveau,1.2,2023.0,Manuelle,Dacia,Logan MCV,Autres,Essence,999999999.0
Le Kef,60.0,225999.0,Bleu,32000.0,Avec kilométrage,1.6,2013.0,Manuelle,Toyota,Avensis,Compacte,Essence,6.0
Tunis,60.0,247000.0,Blanc,22006.0,Avec kilométrage,1.6,2000.0,Manuelle,Volkswagen,Polo,Compacte,Essence,4.0
Ariana,60.0,200000.0,Noir,60000.0,Avec kilométrage,3.2,2006.0,Automatique,Porsche,Cayenne,4 x 4,Essence,19.0
Tunis,60.0,98000.0,Noir,53000.0,Nouveau,1.2,2020.0,Manuelle,Kia,Rio,Compacte,Essence,5.0
Médenine,60.0,26800.0,Blanc,71000.0,Nouveau,1.6,2023.0,Manuelle,Fiat,Doblo,Autres,Essence,6.0
La Manouba,60.0,186000.0,Gris,35000.0,Nouveau,1.6,2016.0,Manuelle,Mazda,2,Berline,Essence,6.0
Tunis,60.0,107000.0,Noir,60000.0,Avec kilométrage,1.5,2014.0,Automatique,Mercedes-Benz,Classe A,Compacte,Essence,7.0
Ariana,60.0,77000.0,Noir,32500.0,Nouveau,1.6,2019.0,Manuelle,Peugeot,208,Autres,Essence,4.0
Tunis,60.0,41.0,Noir,39500.0,Nouveau,1.2,2019.0,Manuelle,Citroen,C3,Autres,Essence,4.0
Sfax,60.0,72000.0,Noir,90000.0,Avec kilométrage,1.4,2016.0,Automatique,Audi,Q3,4 x 4,Essence,8.0
Sidi Bouzid,60.0,305.0,Noir,22500.0,Avec kilométrage,1.4,2006.0,Manuelle,Renault,Megane,Berline,Essence,6.0
Sousse,60.0,255000.0,Noir,43500.0,Nouveau,1.6,2016.0,Automatique,Ssangyong,Tivoli,Autres,Essence,5.0
Tunis,60.0,600000.0,Jaune,27000.0,Avec kilométrage,3.0,2017.0,Manuelle,Peugeot,208,Compacte,Diesel,4.0
Tunis,60.0,600000.0,Jaune,27000.0,Avec kilométrage,3.0,2017.0,Manuelle,Peugeot,208,Autres,Diesel,4.0
Gabès,60.0,130000.0,Beige,20000.0,Avec kilométrage,1.6,2014.0,Manuelle,Peugeot,301,Berline,Essence,5.0
Ben Arous,60.0,170000.0,Noir,48000.0,Avec kilométrage,1.8,2015.0,Manuelle,Audi,A4,Berline,Essence,7.0
Ariana,60.0,57000.0,Noir,38000.0,Avec kilométrage,1.6,2015.0,Manuelle,Renault,Clio,Berline,Essence,5.0
Tunis,60.0,263.0,Gris,24000.0,Avec kilométrage,1.5,2015.0,Manuelle,Dacia,Dokker,Pick up,Diesel,6.0
Ariana,60.0,30000.0,Noir,91000.0,Avec kilométrage,1.5,2021.0,Automatique,Haval,jolion,4 x 4,Essence,9.0
Ariana,60.0,227000.0,Gris,47500.0,Avec kilométrage,1.5,2018.0,Automatique,Haval,H6,4 x 4,Essence,9.0
La Manouba,60.0,293000.0,Noir,20700.0,Nouveau,1.4,2006.0,Manuelle,Renault,Megane,Autres,Essence,6.0
Ariana,60.0,137000.0,Noir,119500.0,Avec kilométrage,1.6,2017.0,Automatique,Mercedes-Benz,Classe C,Berline,Essence,8.0
Médenine,60.0,350000.0,Blanc,13000.0,Avec kilométrage,1.9,2003.0,Manuelle,Peugeot,Partner,Compacte,Diesel,7.0
Tunis,60.0,26000.0,Noir,174000.0,Avec kilométrage,1.6,2021.0,Automatique,Mercedes-Benz,Classe C,Autres,Essence,8.0
Sousse,60.0,76000.0,Blanc,55000.0,Avec kilométrage,1.6,2021.0,Manuelle,Renault,Clio,Berline,Essence,4.0
Ben Arous,60.0,20000.0,Argent,125000.0,Avec kilométrage,1.4,2023.0,Automatique,Volkswagen,Golf,Compacte,Essence,8.0
Médenine,60.0,122000.0,Gris,22000.0,Nouveau,1.2,2007.0,Manuelle,Ford,Fiesta,Compacte,Essence,5.0
Ariana,60.0,300000.0,Gris,12000.0,Avec kilométrage,1.6,1999.0,Manuelle,Ford,Focus,Berline,Essence,6.0
Gafsa,60.0,300000.0,Gris,23500.0,Avec kilométrage,1.5,2008.0,Manuelle,Renault,Megane,Compacte,Diesel,6.0
Nabeul,60.0,167000.0,Noir,41500.0,Nouveau,2.0,2012.0,Manuelle,Renault,Capture,4 x 4,Essence,6.0
Kasserine,60.0,300000.0,Blanc,12345.0,Avec kilométrage,3.0,2008.0,Manuelle,Nissan,Urvan,Compacte,Diesel,10.0
Médenine,60.0,190000.0,Blanc,38500.0,Avec kilométrage,1.6,2014.0,Manuelle,Peugeot,Partner,Utilitaire,Diesel,5.0
Sfax,60.0,200000.0,Noir,50000.0,Avec kilométrage,1.8,2006.0,Manuelle,Nissan,Navara,Pick up,Diesel,8.0
Béja,60.0,3000000.0,Gris,14000.0,Avec kilométrage,2.2,1997.0,Manuelle,Renault,Laguna,Berline,Diesel,6.0
Ben Arous,60.0,135000.0,Marron,28500.0,Avec kilométrage,1.2,2017.0,Manuelle,Honda,Brio Amaze,Berline,Essence,5.0
Tunis,60.0,165000.0,Gris,39500.0,Avec kilométrage,1.6,2017.0,Manuelle,Volkswagen,Caddy,Compacte,Diesel,1.6
Ben Arous,60.0,155000.0,Noir,53000.0,Avec kilométrage,1.7,2013.0,Manuelle,BMW,Serie 1,Compacte,Essence,7.0
Tunis,60.0,306000.0,Autre,26000.0,Avec kilométrage,1.6,2011.0,Manuelle,Renault,Megane CC,Autres,Diesel,5.0
Mahdia,60.0,470.0,Gris,28500.0,Avec kilométrage,2.8,1998.0,Manuelle,Mitsubishi,Pajero Sport,4 x 4,Diesel,2.8
Médenine,60.0,123000.0,Gris,88000.0,Non dédouanné,1.6,2019.0,Automatique,Peugeot,3008,Monospace,Diesel,6.0
Médenine,60.0,289.0,Gris,26000.0,Avec kilométrage,1.4,2015.0,Manuelle,Citroen,Nemo,Autres,Diesel,6.0
Ariana,60.0,26000.0,Noir,174000.0,Nouveau,1.5,2021.0,Automatique,Mercedes-Benz,Classe C,Berline,Essence,8.0
Monastir,60.0,117000.0,Autre,48000.0,Nouveau,1.6,2019.0,Manuelle,Renault,Clio,Compacte,Essence,5.0
